datetime,sf6_conc,table_name,path
2023-03-24T15:48:06Z,65.838996887207,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:50:46Z,85.3659973144531,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:53:26Z,84.3639984130859,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:56:06Z,93.9130020141602,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:59:02Z,112.940002441406,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:01:42Z,93.4140014648438,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:04:22Z,120.639999389648,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:07:02Z,146.300003051758,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:09:42Z,131.339996337891,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:12:23Z,130.960006713867,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:15:03Z,196.199996948242,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:17:43Z,231.570007324219,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:20:23Z,233.559997558594,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:23:03Z,232.229995727539,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:25:43Z,231.860000610352,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:28:39Z,232.399993896484,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:31:19Z,229.5,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:33:59Z,197.369995117188,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:36:39Z,187.949996948242,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:39:25Z,172.210006713867,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:42:05Z,170.149993896484,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:44:45Z,150.699996948242,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:47:25Z,118.160003662109,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:50:05Z,127.809997558594,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:52:46Z,122.919998168945,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:55:26Z,112.150001525879,airrec03,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T14:41:31Z,-0.296099990606308,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T14:44:11Z,-0.291200011968613,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T14:46:52Z,-0.306100010871887,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T14:49:32Z,16.6889991760254,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T14:52:12Z,-0.0716999992728233,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T14:54:52Z,20.6790008544922,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T14:57:32Z,0.134929999709129,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:00:28Z,0.0855560004711151,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:03:08Z,0.102889999747276,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:05:48Z,0.236800000071526,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:08:28Z,1.11800003051758,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:11:08Z,2.71670007705689,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:13:49Z,8.77490043640137,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:16:29Z,9.15999984741211,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:19:09Z,14.210000038147,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:21:49Z,15.6850004196167,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:24:29Z,34.5970001220703,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:27:10Z,31.8010005950928,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:30:05Z,33.8889999389648,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:32:45Z,39.1459999084473,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:35:25Z,44.5960006713867,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:38:05Z,40.3230018615723,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:40:45Z,47.4900016784668,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:43:26Z,50.2939987182617,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:46:06Z,54.6609992980957,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:48:46Z,76.318000793457,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:51:26Z,79.4209976196289,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:54:06Z,73.0070037841797,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:56:46Z,90.5449981689453,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T15:59:42Z,80.2939987182617,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:02:22Z,87.5100021362305,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
2023-03-24T16:05:02Z,96.8509979248047,airrec04,./data/Air study_93 Henderson Road/L-Shape/01_Trial_24 Mar/INNOVA_240323.mdb
