datetime,vel,temperature,RH,equip_unit,s_r,loc,date_id
2023-05-24T15:55:13Z,0.28,30.6,69.7,VC-I,R,Room,240523
2023-05-24T15:56:13Z,0.36,30.6,69.8,VC-I,R,Room,240523
2023-05-24T15:57:13Z,0.4,30.6,69.7,VC-I,R,Room,240523
2023-05-24T15:58:13Z,0.4,30.7,69.6,VC-I,R,Room,240523
2023-05-24T15:59:13Z,0.43,30.7,69.6,VC-I,R,Room,240523
2023-05-24T16:00:13Z,0.42,30.6,69.7,VC-I,R,Room,240523
2023-05-24T16:01:13Z,0.35,30.6,69.7,VC-I,R,Room,240523
2023-05-24T16:02:13Z,0.38,30.6,69.6,VC-I,R,Room,240523
2023-05-24T16:03:13Z,0.41,30.6,69.6,VC-I,R,Room,240523
2023-05-24T16:04:13Z,0.43,30.6,69.6,VC-I,R,Room,240523
2023-05-24T16:05:13Z,0.43,30.6,69.7,VC-I,R,Room,240523
2023-05-24T16:06:13Z,0.39,30.6,69.8,VC-I,R,Room,240523
2023-05-24T16:07:13Z,0.32,30.6,69.9,VC-I,R,Room,240523
2023-05-24T16:08:13Z,0.35,30.6,69.8,VC-I,R,Room,240523
2023-05-24T16:09:13Z,0.37,30.7,69.5,VC-I,R,Room,240523
2023-05-24T16:10:13Z,0.27,30.7,69.5,VC-I,R,Room,240523
2023-05-24T16:11:13Z,0.37,30.7,69.4,VC-I,R,Room,240523
2023-05-24T16:12:13Z,0.37,30.7,69.4,VC-I,R,Room,240523
2023-05-24T16:13:13Z,0.35,30.7,69.4,VC-I,R,Room,240523
2023-05-24T16:14:13Z,0.4,30.7,69.4,VC-I,R,Room,240523
2023-05-24T16:15:13Z,0.35,30.7,69.4,VC-I,R,Room,240523
2023-05-24T16:16:13Z,0.34,30.7,69.4,VC-I,R,Room,240523
2023-05-24T16:17:13Z,0.34,30.7,69.3,VC-I,R,Room,240523
2023-05-24T16:18:13Z,0.36,30.7,69.4,VC-I,R,Room,240523
2023-05-24T16:19:13Z,0.37,30.7,69.4,VC-I,R,Room,240523
2023-05-24T16:20:13Z,0.41,30.7,69.5,VC-I,R,Room,240523
2023-05-24T16:21:13Z,0.36,30.7,69.5,VC-I,R,Room,240523
2023-05-24T16:22:13Z,0.36,30.7,69.5,VC-I,R,Room,240523
2023-05-24T16:23:13Z,0.29,30.7,69.6,VC-I,R,Room,240523
2023-05-24T16:24:13Z,0.28,30.7,69.6,VC-I,R,Room,240523
2023-05-24T16:25:13Z,0.35,30.7,69.7,VC-I,R,Room,240523
2023-05-24T16:26:13Z,0.4,30.7,69.7,VC-I,R,Room,240523
2023-05-24T16:27:13Z,0.33,30.7,69.8,VC-I,R,Room,240523
2023-05-24T16:28:13Z,0.36,30.7,69.8,VC-I,R,Room,240523
2023-05-24T16:29:13Z,0.34,30.7,69.9,VC-I,R,Room,240523
2023-05-24T16:30:13Z,0.42,30.6,69.9,VC-I,R,Room,240523
2023-05-24T16:31:13Z,0.38,30.6,69.9,VC-I,R,Room,240523
2023-05-24T16:32:13Z,0.37,30.7,69.9,VC-I,R,Room,240523
2023-05-24T16:33:13Z,0.37,30.6,69.9,VC-I,R,Room,240523
2023-05-24T16:34:13Z,0.38,30.7,69.9,VC-I,R,Room,240523
2023-05-24T16:35:13Z,0.31,30.7,69.9,VC-I,R,Room,240523
2023-05-24T16:36:13Z,0.29,30.6,69.8,VC-I,R,Room,240523
2023-05-24T16:37:13Z,0.36,30.6,69.7,VC-I,R,Room,240523
2023-05-24T16:38:13Z,0.36,30.6,69.7,VC-I,R,Room,240523
2023-05-24T16:39:13Z,0.43,30.6,69.7,VC-I,R,Room,240523
2023-05-24T16:40:13Z,0.42,30.6,69.7,VC-I,R,Room,240523
2023-05-24T16:41:13Z,0.4,30.6,69.7,VC-I,R,Room,240523
2023-05-24T16:42:13Z,0.38,30.6,69.8,VC-I,R,Room,240523
2023-05-24T16:43:13Z,0.37,30.6,69.8,VC-I,R,Room,240523
2023-05-24T16:44:13Z,0.37,30.7,69.7,VC-I,R,Room,240523
2023-05-24T16:45:13Z,0.37,30.7,69.5,VC-I,R,Room,240523
2023-05-24T16:46:13Z,0.4,30.7,69.3,VC-I,R,Room,240523
2023-05-24T16:47:13Z,0.34,30.7,69.1,VC-I,R,Room,240523
2023-05-24T16:48:13Z,0.42,30.7,68.9,VC-I,R,Room,240523
2023-05-24T16:49:13Z,0.35,30.7,68.9,VC-I,R,Room,240523
2023-05-24T16:50:13Z,0.39,30.7,68.9,VC-I,R,Room,240523
2023-05-24T16:51:13Z,0.4,30.7,68.8,VC-I,R,Room,240523
2023-05-24T16:52:13Z,0.25,30.7,68.8,VC-I,R,Room,240523
2023-05-24T16:53:13Z,0.29,30.7,68.8,VC-I,R,Room,240523
2023-05-24T16:54:13Z,0.36,30.7,68.9,VC-I,R,Room,240523
2023-05-24T16:55:13Z,0.4,30.6,68.9,VC-I,R,Room,240523
2023-05-24T16:56:13Z,0.31,30.6,69.1,VC-I,R,Room,240523
2023-05-24T16:57:13Z,0.35,30.6,69.1,VC-I,R,Room,240523
2023-05-24T16:58:13Z,0.35,30.6,69.1,VC-I,R,Room,240523
2023-05-24T16:59:13Z,0.32,30.6,69.2,VC-I,R,Room,240523
2023-05-24T17:00:13Z,0.36,30.6,69.1,VC-I,R,Room,240523
2023-05-24T17:01:13Z,0.28,30.7,69.1,VC-I,R,Room,240523
2023-05-24T17:02:13Z,0.29,30.7,69.1,VC-I,R,Room,240523
2023-05-24T17:03:13Z,0.36,30.7,69.1,VC-I,R,Room,240523
2023-05-24T17:04:13Z,0.31,30.7,69.1,VC-I,R,Room,240523
2023-05-24T17:05:13Z,0.35,30.7,69.1,VC-I,R,Room,240523
2023-05-24T17:06:13Z,0.32,30.7,69,VC-I,R,Room,240523
2023-05-24T17:07:13Z,0.3,30.7,68.9,VC-I,R,Room,240523
2023-05-24T17:08:13Z,0.34,30.7,68.9,VC-I,R,Room,240523
2023-05-24T17:09:13Z,0.34,30.7,68.7,VC-I,R,Room,240523
2023-05-24T17:10:13Z,0.34,30.7,68.6,VC-I,R,Room,240523
2023-05-24T17:11:13Z,0.27,30.7,68.5,VC-I,R,Room,240523
2023-05-24T17:12:13Z,0.28,30.7,68.5,VC-I,R,Room,240523
2023-05-24T17:13:13Z,0.32,30.7,68.4,VC-I,R,Room,240523
2023-05-24T17:14:13Z,0.31,30.7,68.4,VC-I,R,Room,240523
2023-05-24T17:15:13Z,0.29,30.7,68.4,VC-I,R,Room,240523
2023-05-24T17:16:13Z,0.35,30.6,68.4,VC-I,R,Room,240523
2023-05-24T17:17:13Z,0.32,30.6,68.5,VC-I,R,Room,240523
2023-05-24T17:18:13Z,0.27,30.6,68.5,VC-I,R,Room,240523
2023-05-24T17:19:13Z,0.34,30.6,68.4,VC-I,R,Room,240523
2023-05-24T17:20:13Z,0.25,30.6,68.4,VC-I,R,Room,240523
2023-05-24T17:21:13Z,0.3,30.6,68.4,VC-I,R,Room,240523
2023-05-24T17:22:13Z,0.32,30.6,68.4,VC-I,R,Room,240523
2023-05-24T17:23:13Z,0.31,30.6,68.4,VC-I,R,Room,240523
2023-05-24T17:24:13Z,0.35,30.7,68.3,VC-I,R,Room,240523
2023-05-24T17:25:13Z,0.31,30.7,68.3,VC-I,R,Room,240523
2023-05-24T17:26:13Z,0.3,30.7,68.2,VC-I,R,Room,240523
2023-05-24T17:27:13Z,0.32,30.7,68,VC-I,R,Room,240523
2023-05-24T17:28:13Z,0.31,30.7,67.9,VC-I,R,Room,240523
2023-05-24T17:29:13Z,0.25,30.7,67.7,VC-I,R,Room,240523
2023-05-24T17:30:13Z,0.33,30.7,67.7,VC-I,R,Room,240523
2023-05-24T17:31:13Z,0.39,30.7,67.9,VC-I,R,Room,240523
2023-05-24T17:32:13Z,0.38,30.7,67.9,VC-I,R,Room,240523
2023-05-24T17:33:13Z,0.38,30.7,67.9,VC-I,R,Room,240523
2023-05-24T17:34:13Z,0.36,30.7,68,VC-I,R,Room,240523
2023-05-24T17:35:13Z,0.34,30.7,68.1,VC-I,R,Room,240523
2023-05-24T17:36:13Z,0.36,30.7,68.2,VC-I,R,Room,240523
2023-05-24T17:37:13Z,0.37,30.7,68.1,VC-I,R,Room,240523
2023-05-24T17:38:13Z,0.34,30.7,68.2,VC-I,R,Room,240523
2023-05-24T17:39:13Z,0.36,30.7,68.2,VC-I,R,Room,240523
2023-05-24T17:40:13Z,0.36,30.7,67.9,VC-I,R,Room,240523
2023-05-24T17:41:13Z,0.34,30.7,67.7,VC-I,R,Room,240523
2023-05-24T17:42:13Z,0.36,30.7,67.5,VC-I,R,Room,240523
2023-05-24T17:43:13Z,0.34,30.7,67.5,VC-I,R,Room,240523
2023-05-24T17:44:13Z,0.3,30.7,67.2,VC-I,R,Room,240523
2023-05-24T17:45:13Z,0.3,30.7,66.8,VC-I,R,Room,240523
2023-05-24T17:46:13Z,0.37,30.7,66.6,VC-I,R,Room,240523
2023-05-24T17:47:13Z,0.39,30.7,66.7,VC-I,R,Room,240523
2023-05-24T17:48:13Z,0.39,30.7,67,VC-I,R,Room,240523
2023-05-24T17:49:13Z,0.46,30.7,67.2,VC-I,R,Room,240523
2023-05-24T17:50:13Z,0.43,30.7,67.2,VC-I,R,Room,240523
2023-05-24T17:51:13Z,0.45,30.7,67.3,VC-I,R,Room,240523
2023-05-24T17:52:13Z,0.42,30.6,67.3,VC-I,R,Room,240523
2023-05-24T17:53:13Z,0.41,30.6,67.3,VC-I,R,Room,240523
2023-05-24T17:54:13Z,0.41,30.6,67.3,VC-I,R,Room,240523
2023-05-24T17:55:13Z,0.41,30.6,67.4,VC-I,R,Room,240523
2023-05-24T17:56:13Z,0.4,30.6,67.5,VC-I,R,Room,240523
2023-05-24T17:57:13Z,0.42,30.6,67.5,VC-I,R,Room,240523
2023-05-24T17:58:13Z,0.45,30.6,67.4,VC-I,R,Room,240523
2023-05-24T17:59:13Z,0.42,30.6,67.3,VC-I,R,Room,240523
2023-05-24T18:00:13Z,0.44,30.6,67.3,VC-I,R,Room,240523
2023-05-24T18:01:13Z,0.42,30.6,67.4,VC-I,R,Room,240523
2023-05-24T18:02:13Z,0.44,30.6,67.3,VC-I,R,Room,240523
2023-05-24T18:03:13Z,0.47,30.6,67.2,VC-I,R,Room,240523
2023-05-24T18:04:13Z,0.47,30.6,67.2,VC-I,R,Room,240523
2023-05-24T18:05:13Z,0.44,30.6,67,VC-I,R,Room,240523
2023-05-24T18:06:13Z,0.42,30.6,67,VC-I,R,Room,240523
2023-05-24T18:07:13Z,0.47,30.6,67,VC-I,R,Room,240523
2023-05-24T18:08:13Z,0.49,30.6,66.6,VC-I,R,Room,240523
2023-05-24T18:09:13Z,0.46,30.6,66.3,VC-I,R,Room,240523
2023-05-24T18:10:13Z,0.4,30.6,65.9,VC-I,R,Room,240523
2023-05-24T18:11:13Z,0.43,30.6,65.7,VC-I,R,Room,240523
2023-05-24T18:12:13Z,0.41,30.6,65.7,VC-I,R,Room,240523
2023-05-24T18:13:13Z,0.39,30.6,65.7,VC-I,R,Room,240523
2023-05-24T18:14:13Z,0.45,30.6,65.7,VC-I,R,Room,240523
2023-05-24T18:15:13Z,0.46,30.6,65.8,VC-I,R,Room,240523
2023-05-24T18:16:13Z,0.44,30.6,65.9,VC-I,R,Room,240523
2023-05-24T18:17:13Z,0.39,30.6,65.9,VC-I,R,Room,240523
2023-05-24T18:18:13Z,0.42,30.6,65.9,VC-I,R,Room,240523
2023-05-24T18:19:13Z,0.48,30.6,65.9,VC-I,R,Room,240523
2023-05-24T18:20:13Z,0.4,30.7,65.8,VC-I,R,Room,240523
2023-05-24T18:21:13Z,0.37,30.7,65.7,VC-I,R,Room,240523
2023-05-24T18:22:13Z,0.4,30.7,65.7,VC-I,R,Room,240523
2023-05-24T18:23:13Z,0.42,30.7,65.7,VC-I,R,Room,240523
2023-05-24T18:24:13Z,0.41,30.7,65.7,VC-I,R,Room,240523
2023-05-24T18:25:13Z,0.42,30.7,65.8,VC-I,R,Room,240523
2023-05-24T18:26:13Z,0.43,30.7,65.8,VC-I,R,Room,240523
2023-05-24T18:27:13Z,0.44,30.7,65.9,VC-I,R,Room,240523
2023-05-24T18:28:13Z,0.34,30.7,66,VC-I,R,Room,240523
2023-05-24T18:29:13Z,0.33,30.7,66.1,VC-I,R,Room,240523
2023-05-24T18:30:13Z,0.35,30.7,66.1,VC-I,R,Room,240523
2023-05-24T18:31:13Z,0.32,30.7,66.1,VC-I,R,Room,240523
2023-05-24T18:32:13Z,0.33,30.7,66.1,VC-I,R,Room,240523
2023-05-24T18:33:13Z,0.27,30.7,66.2,VC-I,R,Room,240523
2023-05-24T18:34:13Z,0.29,30.7,66.2,VC-I,R,Room,240523
2023-05-24T18:35:13Z,0.28,30.7,66.2,VC-I,R,Room,240523
2023-05-24T18:36:13Z,0.35,30.7,66.4,VC-I,R,Room,240523
2023-05-24T18:37:13Z,0.32,30.7,66.6,VC-I,R,Room,240523
2023-05-24T18:38:13Z,0.37,30.7,66.7,VC-I,R,Room,240523
2023-05-24T18:39:13Z,0.42,30.7,66.8,VC-I,R,Room,240523
2023-05-24T18:40:13Z,0.4,30.7,66.9,VC-I,R,Room,240523
2023-05-24T18:41:13Z,0.31,30.7,66.9,VC-I,R,Room,240523
2023-05-24T18:42:13Z,0.32,30.7,67.1,VC-I,R,Room,240523
2023-05-24T18:43:13Z,0.32,30.7,67.2,VC-I,R,Room,240523
2023-05-24T18:44:13Z,0.33,30.7,67.2,VC-I,R,Room,240523
2023-05-24T18:45:13Z,0.29,30.7,67.3,VC-I,R,Room,240523
2023-05-24T18:46:13Z,0.26,30.7,67.3,VC-I,R,Room,240523
2023-05-24T18:47:13Z,0.35,30.7,67.3,VC-I,R,Room,240523
2023-05-24T18:48:13Z,0.34,30.7,67.4,VC-I,R,Room,240523
2023-05-24T18:49:13Z,0.3,30.7,67.5,VC-I,R,Room,240523
2023-05-24T18:50:13Z,0.32,30.7,67.4,VC-I,R,Room,240523
2023-05-24T18:51:13Z,0.29,30.7,67.5,VC-I,R,Room,240523
2023-05-24T18:52:13Z,0.24,30.7,67.5,VC-I,R,Room,240523
2023-05-24T18:53:13Z,0.28,30.7,67.5,VC-I,R,Room,240523
2023-05-24T18:54:13Z,0.25,30.7,67.6,VC-I,R,Room,240523
2023-05-24T18:55:13Z,0.28,30.7,67.6,VC-I,R,Room,240523
2023-05-24T18:56:13Z,0.29,30.7,67.7,VC-I,R,Room,240523
2023-05-24T18:57:13Z,0.39,30.7,67.7,VC-I,R,Room,240523
2023-05-24T18:58:13Z,0.37,30.7,67.7,VC-I,R,Room,240523
2023-05-24T18:59:13Z,0.34,30.7,67.8,VC-I,R,Room,240523
2023-05-24T19:00:13Z,0.35,30.7,67.9,VC-I,R,Room,240523
2023-05-24T19:01:13Z,0.33,30.7,67.9,VC-I,R,Room,240523
2023-05-24T19:02:13Z,0.29,30.7,68,VC-I,R,Room,240523
2023-05-24T19:03:13Z,0.35,30.7,68,VC-I,R,Room,240523
2023-05-24T19:04:13Z,0.32,30.7,68,VC-I,R,Room,240523
2023-05-24T19:05:13Z,0.32,30.7,68.1,VC-I,R,Room,240523
2023-05-24T19:06:13Z,0.37,30.7,68.1,VC-I,R,Room,240523
2023-05-24T19:07:13Z,0.41,30.7,68.2,VC-I,R,Room,240523
2023-05-24T19:08:13Z,0.47,30.7,68.2,VC-I,R,Room,240523
2023-05-24T19:09:13Z,0.36,30.7,68.2,VC-I,R,Room,240523
2023-05-24T19:10:13Z,0.32,30.7,68.2,VC-I,R,Room,240523
2023-05-24T19:11:13Z,0.27,30.7,68.3,VC-I,R,Room,240523
2023-05-24T19:12:13Z,0.29,30.7,68.4,VC-I,R,Room,240523
2023-05-24T19:13:13Z,0.33,30.7,68.5,VC-I,R,Room,240523
2023-05-24T19:14:13Z,0.36,30.7,68.5,VC-I,R,Room,240523
2023-05-24T19:15:13Z,0.36,30.7,68.5,VC-I,R,Room,240523
2023-05-24T19:16:13Z,0.37,30.7,68.5,VC-I,R,Room,240523
2023-05-24T19:17:13Z,0.38,30.7,68.5,VC-I,R,Room,240523
2023-05-24T19:18:13Z,0.36,30.7,68.6,VC-I,R,Room,240523
2023-05-24T19:19:13Z,0.42,30.7,68.6,VC-I,R,Room,240523
2023-05-24T19:20:13Z,0.36,30.7,68.7,VC-I,R,Room,240523
2023-05-24T19:21:13Z,0.32,30.6,68.8,VC-I,R,Room,240523
2023-05-24T19:22:13Z,0.36,30.6,68.9,VC-I,R,Room,240523
2023-05-24T19:23:13Z,0.42,30.6,68.9,VC-I,R,Room,240523
2023-05-24T19:24:13Z,0.37,30.6,68.9,VC-I,R,Room,240523
2023-05-24T19:25:13Z,0.4,30.6,69,VC-I,R,Room,240523
2023-05-24T19:26:13Z,0.29,30.6,69.1,VC-I,R,Room,240523
2023-05-24T19:27:13Z,0.32,30.6,69.1,VC-I,R,Room,240523
2023-05-24T19:28:13Z,0.44,30.6,69.2,VC-I,R,Room,240523
2023-05-24T19:29:13Z,0.39,30.6,69.3,VC-I,R,Room,240523
2023-05-24T19:30:13Z,0.39,30.6,69.3,VC-I,R,Room,240523
2023-05-24T19:31:13Z,0.42,30.6,69.3,VC-I,R,Room,240523
2023-05-24T19:32:13Z,0.43,30.6,69.4,VC-I,R,Room,240523
2023-05-24T19:33:13Z,0.42,30.6,69.4,VC-I,R,Room,240523
2023-05-24T19:34:13Z,0.42,30.7,69.4,VC-I,R,Room,240523
2023-05-24T19:35:13Z,0.42,30.7,69.5,VC-I,R,Room,240523
2023-05-24T19:36:13Z,0.35,30.7,69.5,VC-I,R,Room,240523
2023-05-24T19:37:13Z,0.39,30.7,69.4,VC-I,R,Room,240523
2023-05-24T19:38:13Z,0.41,30.7,69.4,VC-I,R,Room,240523
2023-05-24T19:39:13Z,0.31,30.7,69.5,VC-I,R,Room,240523
2023-05-24T19:40:13Z,0.23,30.7,69.6,VC-I,R,Room,240523
2023-05-24T19:41:13Z,0.3,30.6,69.6,VC-I,R,Room,240523
2023-05-24T19:42:13Z,0.37,30.6,69.7,VC-I,R,Room,240523
2023-05-24T19:43:13Z,0.39,30.6,69.7,VC-I,R,Room,240523
2023-05-24T19:44:13Z,0.39,30.6,69.7,VC-I,R,Room,240523
2023-05-24T19:45:13Z,0.33,30.7,69.7,VC-I,R,Room,240523
2023-05-24T19:46:13Z,0.34,30.7,69.8,VC-I,R,Room,240523
2023-05-24T19:47:13Z,0.38,30.6,69.8,VC-I,R,Room,240523
2023-05-24T19:48:13Z,0.43,30.6,69.9,VC-I,R,Room,240523
2023-05-24T19:49:13Z,0.3,30.7,70,VC-I,R,Room,240523
2023-05-24T19:50:13Z,0.39,30.7,70,VC-I,R,Room,240523
2023-05-24T19:51:13Z,0.3,30.6,70.1,VC-I,R,Room,240523
2023-05-24T19:52:13Z,0.44,30.6,70.2,VC-I,R,Room,240523
2023-05-24T19:53:13Z,0.37,30.6,70.2,VC-I,R,Room,240523
2023-05-24T19:54:13Z,0.35,30.6,70.3,VC-I,R,Room,240523
2023-05-24T19:55:13Z,0.38,30.6,70.3,VC-I,R,Room,240523
2023-05-24T19:56:13Z,0.39,30.6,70.3,VC-I,R,Room,240523
2023-05-24T19:57:13Z,0.42,30.6,70.3,VC-I,R,Room,240523
2023-05-24T19:58:13Z,0.44,30.6,70.4,VC-I,R,Room,240523
2023-05-24T19:59:13Z,0.42,30.6,70.5,VC-I,R,Room,240523
2023-05-24T20:00:13Z,0.35,30.6,70.5,VC-I,R,Room,240523
2023-05-24T20:01:13Z,0.4,30.6,70.6,VC-I,R,Room,240523
2023-05-24T20:02:13Z,0.32,30.6,70.7,VC-I,R,Room,240523
2023-05-24T20:03:13Z,0.32,30.7,70.7,VC-I,R,Room,240523
2023-05-24T20:04:13Z,0.26,30.7,70.7,VC-I,R,Room,240523
2023-05-24T20:05:13Z,0.33,30.7,70.8,VC-I,R,Room,240523
2023-05-24T20:06:13Z,0.38,30.7,70.8,VC-I,R,Room,240523
2023-05-24T20:07:13Z,0.42,30.7,70.9,VC-I,R,Room,240523
2023-05-24T20:08:13Z,0.39,30.7,71,VC-I,R,Room,240523
2023-05-24T20:09:13Z,0.4,30.7,71,VC-I,R,Room,240523
2023-05-24T20:10:13Z,0.45,30.7,71,VC-I,R,Room,240523
2023-05-24T20:11:13Z,0.42,30.7,71.1,VC-I,R,Room,240523
2023-05-24T20:12:13Z,0.38,30.6,71.2,VC-I,R,Room,240523
2023-05-24T20:13:13Z,0.35,30.6,71.3,VC-I,R,Room,240523
2023-05-24T20:14:13Z,0.36,30.6,71.4,VC-I,R,Room,240523
2023-05-24T20:15:13Z,0.47,30.6,71.5,VC-I,R,Room,240523
2023-05-24T20:16:13Z,0.4,30.6,71.5,VC-I,R,Room,240523
2023-05-24T20:17:13Z,0.39,30.7,71.6,VC-I,R,Room,240523
2023-05-24T20:18:13Z,0.37,30.7,71.6,VC-I,R,Room,240523
2023-05-24T20:19:13Z,0.33,30.7,71.7,VC-I,R,Room,240523
2023-05-24T20:20:13Z,0.37,30.7,71.7,VC-I,R,Room,240523
2023-05-24T20:21:13Z,0.29,30.7,71.7,VC-I,R,Room,240523
2023-05-24T20:22:13Z,0.34,30.7,71.8,VC-I,R,Room,240523
2023-05-24T20:23:13Z,0.38,30.7,71.9,VC-I,R,Room,240523
2023-05-24T20:24:13Z,0.4,30.7,72,VC-I,R,Room,240523
2023-05-24T20:25:13Z,0.37,30.7,72,VC-I,R,Room,240523
2023-05-24T20:26:13Z,0.4,30.7,72.1,VC-I,R,Room,240523
2023-05-24T20:27:13Z,0.41,30.7,72.1,VC-I,R,Room,240523
2023-05-24T20:28:13Z,0.46,30.7,72.1,VC-I,R,Room,240523
2023-05-24T20:29:13Z,0.41,30.6,72.3,VC-I,R,Room,240523
2023-05-24T20:30:13Z,0.48,30.6,72.4,VC-I,R,Room,240523
2023-05-24T20:31:13Z,0.41,30.6,72.5,VC-I,R,Room,240523
2023-05-24T20:32:13Z,0.41,30.6,72.5,VC-I,R,Room,240523
2023-05-24T20:33:13Z,0.41,30.6,72.6,VC-I,R,Room,240523
2023-05-24T20:34:13Z,0.42,30.6,72.7,VC-I,R,Room,240523
2023-05-24T20:35:13Z,0.42,30.6,72.8,VC-I,R,Room,240523
2023-05-24T20:36:13Z,0.41,30.5,72.9,VC-I,R,Room,240523
2023-05-24T20:37:13Z,0.43,30.5,73,VC-I,R,Room,240523
2023-05-24T20:38:13Z,0.43,30.5,73.1,VC-I,R,Room,240523
2023-05-24T20:39:13Z,0.45,30.5,73.1,VC-I,R,Room,240523
2023-05-24T20:40:13Z,0.39,30.5,73.2,VC-I,R,Room,240523
2023-05-24T20:41:13Z,0.48,30.5,73.2,VC-I,R,Room,240523
2023-05-24T20:42:13Z,0.42,30.5,73.2,VC-I,R,Room,240523
2023-05-24T20:43:13Z,0.38,30.5,73.2,VC-I,R,Room,240523
2023-05-24T20:44:13Z,0.41,30.5,73.3,VC-I,R,Room,240523
2023-05-24T20:45:13Z,0.46,30.5,73.4,VC-I,R,Room,240523
2023-05-24T20:46:13Z,0.41,30.6,73.5,VC-I,R,Room,240523
2023-05-24T20:47:13Z,0.42,30.6,73.6,VC-I,R,Room,240523
2023-05-24T20:48:13Z,0.39,30.7,73.6,VC-I,R,Room,240523
2023-05-24T20:49:13Z,0.35,30.7,73.6,VC-I,R,Room,240523
2023-05-24T20:50:13Z,0.38,30.7,73.6,VC-I,R,Room,240523
2023-05-24T20:51:13Z,0.37,30.7,73.6,VC-I,R,Room,240523
2023-05-24T20:52:13Z,0.42,30.7,73.6,VC-I,R,Room,240523
2023-05-24T20:53:13Z,0.42,30.7,73.7,VC-I,R,Room,240523
2023-05-24T20:54:13Z,0.43,30.7,73.7,VC-I,R,Room,240523
2023-05-24T20:55:13Z,0.41,30.7,73.7,VC-I,R,Room,240523
2023-05-24T20:56:13Z,0.43,30.7,73.8,VC-I,R,Room,240523
2023-05-24T20:57:13Z,0.43,30.7,73.8,VC-I,R,Room,240523
2023-05-24T20:58:13Z,0.38,30.7,73.9,VC-I,R,Room,240523
2023-05-24T20:59:13Z,0.41,30.7,73.8,VC-I,R,Room,240523
2023-05-24T21:00:13Z,0.4,30.6,73.9,VC-I,R,Room,240523
2023-05-24T21:01:13Z,0.44,30.6,73.9,VC-I,R,Room,240523
2023-05-24T21:02:13Z,0.39,30.7,74,VC-I,R,Room,240523
2023-05-24T21:03:13Z,0.44,30.7,74,VC-I,R,Room,240523
2023-05-24T21:04:13Z,0.46,30.6,74.1,VC-I,R,Room,240523
2023-05-24T21:05:13Z,0.49,30.6,74.4,VC-I,R,Room,240523
2023-05-24T21:06:13Z,0.41,30.6,74.6,VC-I,R,Room,240523
2023-05-24T21:07:13Z,0.35,30.6,74.6,VC-I,R,Room,240523
2023-05-24T21:08:13Z,0.38,30.6,74.8,VC-I,R,Room,240523
2023-05-24T21:09:13Z,0.38,30.7,74.7,VC-I,R,Room,240523
2023-05-24T21:10:13Z,0.42,30.7,74.7,VC-I,R,Room,240523
2023-05-24T21:11:13Z,0.44,30.7,74.6,VC-I,R,Room,240523
2023-05-24T21:12:13Z,0.42,30.6,74.8,VC-I,R,Room,240523
2023-05-24T21:13:13Z,0.45,30.6,74.9,VC-I,R,Room,240523
2023-05-24T21:14:13Z,0.44,30.6,74.9,VC-I,R,Room,240523
2023-05-24T21:15:13Z,0.42,30.6,75,VC-I,R,Room,240523
2023-05-24T21:16:13Z,0.45,30.6,75,VC-I,R,Room,240523
2023-05-24T21:17:13Z,0.43,30.6,75,VC-I,R,Room,240523
2023-05-24T21:18:13Z,0.37,30.6,75.1,VC-I,R,Room,240523
2023-05-24T21:19:13Z,0.47,30.6,75,VC-I,R,Room,240523
2023-05-24T21:20:13Z,0.48,30.6,75.1,VC-I,R,Room,240523
2023-05-24T21:21:13Z,0.44,30.6,75.1,VC-I,R,Room,240523
2023-05-24T21:22:13Z,0.43,30.6,75.1,VC-I,R,Room,240523
2023-05-24T21:23:13Z,0.36,30.6,75.2,VC-I,R,Room,240523
2023-05-24T21:24:13Z,0.4,30.6,75.3,VC-I,R,Room,240523
2023-05-24T21:25:13Z,0.46,30.6,75.3,VC-I,R,Room,240523
2023-05-24T21:26:13Z,0.42,30.6,75.4,VC-I,R,Room,240523
2023-05-24T21:27:13Z,0.43,30.6,75.4,VC-I,R,Room,240523
2023-05-24T21:28:13Z,0.44,30.6,75.5,VC-I,R,Room,240523
2023-05-24T21:29:13Z,0.35,30.7,75.5,VC-I,R,Room,240523
2023-05-24T21:30:13Z,0.39,30.7,75.6,VC-I,R,Room,240523
2023-05-24T21:31:13Z,0.42,30.7,75.5,VC-I,R,Room,240523
2023-05-24T21:32:13Z,0.4,30.7,75.6,VC-I,R,Room,240523
2023-05-24T21:33:13Z,0.36,30.7,75.7,VC-I,R,Room,240523
2023-05-24T21:34:13Z,0.43,30.6,75.7,VC-I,R,Room,240523
2023-05-24T11:32:40Z,0.18,29.8,77.2,VC-O,S,Room,240523
2023-05-24T11:33:40Z,0.3,29.8,76.9,VC-O,S,Room,240523
2023-05-24T11:34:40Z,0.26,29.8,76.7,VC-O,S,Room,240523
2023-05-24T11:35:40Z,0.29,29.8,76.6,VC-O,S,Room,240523
2023-05-24T11:36:40Z,0.28,29.8,76.7,VC-O,S,Room,240523
2023-05-24T11:37:40Z,0.27,29.8,76.6,VC-O,S,Room,240523
2023-05-24T11:38:40Z,0.3,29.8,76.4,VC-O,S,Room,240523
2023-05-24T11:39:40Z,0.26,29.8,76.2,VC-O,S,Room,240523
2023-05-24T11:40:40Z,0.3,29.8,75.8,VC-O,S,Room,240523
2023-05-24T11:41:40Z,0.32,29.8,75.7,VC-O,S,Room,240523
