datetime,innova_ch,sf6_conc
2023-05-22T12:35:00Z,1,-0.0454984956774078
2023-05-22T12:40:00Z,1,-0.0454315357598869
2023-05-22T12:45:00Z,1,-0.0483777222426219
2023-05-22T12:50:00Z,1,-0.0500516902477337
2023-05-22T12:55:00Z,1,-0.0046354726540476
2023-05-22T13:00:00Z,1,8.56670661314079
2023-05-22T13:05:00Z,1,48.2019567195804
2023-05-22T13:10:00Z,1,64.4695920812321
2023-05-22T13:15:00Z,1,88.1780243651207
2023-05-22T13:20:00Z,1,57.8515526485431
2023-05-22T13:25:00Z,1,63.0182581889406
2023-05-22T13:30:00Z,1,102.34315431593
2023-05-22T13:35:00Z,1,91.1208657854047
2023-05-22T13:40:00Z,1,104.762042433566
2023-05-22T13:45:00Z,1,91.0589195104163
2023-05-22T13:50:00Z,1,75.5629867915175
2023-05-22T13:55:00Z,1,98.1766415256091
2023-05-22T14:00:00Z,1,86.6798169740533
2023-05-22T14:05:00Z,1,89.878772984755
2023-05-22T14:10:00Z,1,107.072118440263
2023-05-22T14:15:00Z,1,106.785865960245
2023-05-22T14:20:00Z,1,92.8082248959887
2023-05-22T14:25:00Z,1,84.0550364191754
2023-05-22T14:30:00Z,1,78.1927916051328
2023-05-22T14:35:00Z,1,109.221489687056
2023-05-22T14:40:00Z,1,126.467565593696
2023-05-22T14:45:00Z,1,140.320501848555
2023-05-22T12:40:00Z,2,-0.0445778092835417
2023-05-22T12:45:00Z,2,-0.0486957743676186
2023-05-22T12:50:00Z,2,-1.43074180693654
2023-05-22T12:55:00Z,2,0.0321619778536908
2023-05-22T13:00:00Z,2,0.575228684515376
2023-05-22T13:05:00Z,2,22.1985109881083
2023-05-22T13:10:00Z,2,39.5542265907569
2023-05-22T13:15:00Z,2,13.6903924170249
2023-05-22T13:20:00Z,2,9.60347993233816
2023-05-22T13:25:00Z,2,23.52764326041
2023-05-22T13:30:00Z,2,70.9863545139505
2023-05-22T13:35:00Z,2,11.5882216161952
2023-05-22T13:40:00Z,2,18.3651203451688
2023-05-22T13:45:00Z,2,18.248109650354
2023-05-22T13:50:00Z,2,4.01635527006816
2023-05-22T13:55:00Z,2,21.589186155321
2023-05-22T14:00:00Z,2,5.49999435421671
2023-05-22T14:05:00Z,2,20.4282886453415
2023-05-22T14:10:00Z,2,4.53344459747853
2023-05-22T14:15:00Z,2,24.3646280611768
2023-05-22T14:20:00Z,2,23.6113417404866
2023-05-22T14:25:00Z,2,21.2466917347454
2023-05-22T14:30:00Z,2,62.5344836305433
2023-05-22T14:35:00Z,2,22.9651893721237
2023-05-22T14:40:00Z,2,22.1934892836457
2023-05-22T14:45:00Z,2,23.1811303268405
2023-05-22T12:40:00Z,3,-0.0496331982464557
2023-05-22T12:45:00Z,3,-0.048017816427561
2023-05-22T12:50:00Z,3,1.58884823069284
2023-05-22T12:55:00Z,3,1.56914567157338
2023-05-22T13:00:00Z,3,0.042512134241924
2023-05-22T13:05:00Z,3,0.66344435049641
2023-05-22T13:10:00Z,3,4.71473553597592
2023-05-22T13:15:00Z,3,5.58938439734975
2023-05-22T13:20:00Z,3,9.48387457314671
2023-05-22T13:25:00Z,3,6.49048213679285
2023-05-22T13:30:00Z,3,8.97113773017391
2023-05-22T13:35:00Z,3,3.20565172308
2023-05-22T13:40:00Z,3,3.69210731227415
2023-05-22T13:45:00Z,3,2.38967535447768
2023-05-22T13:50:00Z,3,7.92340034559036
2023-05-22T13:55:00Z,3,2.22520782835562
2023-05-22T14:00:00Z,3,2.02299226983906
2023-05-22T14:05:00Z,3,1.95486177602207
2023-05-22T14:10:00Z,3,3.1904186661172
2023-05-22T14:15:00Z,3,2.32397206038885
2023-05-22T14:20:00Z,3,2.04291258089415
2023-05-22T14:25:00Z,3,1.08063109734279
2023-05-22T14:30:00Z,3,0.938402265902007
2023-05-22T14:35:00Z,3,2.41989051089391
2023-05-22T14:40:00Z,3,5.42952063245903
2023-05-22T14:45:00Z,3,4.02941208481217
2023-05-22T14:50:00Z,3,7.98450051701658
2023-05-22T12:40:00Z,4,-0.0494155810089221
2023-05-22T12:45:00Z,4,-0.046201559844922
2023-05-22T12:50:00Z,4,-2.85914006664804
2023-05-22T12:55:00Z,4,3.12362725091898
2023-05-22T13:00:00Z,4,0.0602896880257967
2023-05-22T13:05:00Z,4,2.05278884445529
2023-05-22T13:10:00Z,4,5.39168878791921
2023-05-22T13:15:00Z,4,10.1979904496048
2023-05-22T13:20:00Z,4,18.3835341129567
2023-05-22T13:25:00Z,4,15.7316309900034
2023-05-22T13:30:00Z,4,12.3375749921009
2023-05-22T13:35:00Z,4,7.531021574695
2023-05-22T13:40:00Z,4,5.64010591126951
2023-05-22T13:45:00Z,4,5.39168862827703
2023-05-22T13:50:00Z,4,5.23207566125351
2023-05-22T13:55:00Z,4,3.94571360473549
2023-05-22T14:00:00Z,4,3.49257023027951
2023-05-22T14:05:00Z,4,3.30692680734454
2023-05-22T14:10:00Z,4,3.64481762633101
2023-05-22T14:15:00Z,4,3.55835717687146
2023-05-22T14:20:00Z,4,3.00577971178849
2023-05-22T14:25:00Z,4,3.02419347957636
2023-05-22T14:30:00Z,4,4.117714166478
2023-05-22T14:35:00Z,4,4.98859690914705
