datetime,innova_ch,sf6_conc
2023-05-22T12:39:00Z,1,-0.0454984956774078
2023-05-22T12:43:00Z,1,-0.0454315357598869
2023-05-22T12:47:00Z,1,-0.0483777222426219
2023-05-22T12:51:00Z,1,-0.0500516902477337
2023-05-22T12:55:00Z,1,-0.0225483705805505
2023-05-22T12:59:00Z,1,0.0132774252724553
2023-05-22T13:03:00Z,1,8.56670661314079
2023-05-22T13:07:00Z,1,48.2019567195804
2023-05-22T13:12:00Z,1,64.4695920812321
2023-05-22T13:16:00Z,1,88.1780243651207
2023-05-22T13:20:00Z,1,58.9756226229469
2023-05-22T13:24:00Z,1,56.7274826741392
2023-05-22T13:28:00Z,1,63.0182581889406
2023-05-22T13:32:00Z,1,102.34315431593
2023-05-22T13:36:00Z,1,91.1208657854047
2023-05-22T13:40:00Z,1,111.971830733423
2023-05-22T13:44:00Z,1,97.552254133709
2023-05-22T13:48:00Z,1,91.0589195104163
2023-05-22T13:52:00Z,1,75.5629867915175
2023-05-22T13:56:00Z,1,98.1766415256091
2023-05-22T14:00:00Z,1,91.6866581109914
2023-05-22T14:04:00Z,1,81.6729758371152
2023-05-22T14:08:00Z,1,89.878772984755
2023-05-22T14:12:00Z,1,107.072118440263
2023-05-22T14:16:00Z,1,106.785865960245
2023-05-22T14:20:00Z,1,97.7280188984501
2023-05-22T14:24:00Z,1,87.8884308935273
2023-05-22T14:28:00Z,1,84.0550364191754
2023-05-22T14:32:00Z,1,78.1927916051328
2023-05-22T14:36:00Z,1,109.221489687056
2023-05-22T14:40:00Z,1,139.928788466273
2023-05-22T14:44:00Z,1,113.006342721119
2023-05-22T14:48:00Z,1,140.320501848555
2023-05-22T12:40:00Z,2,-0.0434897280846918
2023-05-22T12:44:00Z,2,-0.0456658904823917
2023-05-22T12:48:00Z,2,-0.0486957743676186
2023-05-22T12:52:00Z,2,-1.43074180693654
2023-05-22T12:56:00Z,2,0.0321619778536908
2023-05-22T13:00:00Z,2,0.0175314840690928
2023-05-22T13:04:00Z,2,1.13292588496166
2023-05-22T13:08:00Z,2,22.1985109881083
2023-05-22T13:12:00Z,2,39.5542265907569
2023-05-22T13:16:00Z,2,13.6903924170249
2023-05-22T13:20:00Z,2,16.8116767592876
2023-05-22T13:24:00Z,2,2.39528310538873
2023-05-22T13:28:00Z,2,23.52764326041
2023-05-22T13:32:00Z,2,70.9863545139505
2023-05-22T13:36:00Z,2,11.5882216161952
2023-05-22T13:41:00Z,2,18.3651203451688
2023-05-22T13:45:00Z,2,22.9718841266488
2023-05-22T13:49:00Z,2,13.5243351740591
2023-05-22T13:53:00Z,2,4.01635527006816
2023-05-22T13:57:00Z,2,21.589186155321
2023-05-22T14:01:00Z,2,5.49999435421671
2023-05-22T14:05:00Z,2,18.1341129999267
2023-05-22T14:09:00Z,2,22.7224642907563
2023-05-22T14:13:00Z,2,4.53344459747853
2023-05-22T14:17:00Z,2,24.3646280611768
2023-05-22T14:21:00Z,2,23.6113417404866
2023-05-22T14:25:00Z,2,11.4261822476544
2023-05-22T14:29:00Z,2,31.0672012218364
2023-05-22T14:33:00Z,2,62.5344836305433
2023-05-22T14:37:00Z,2,22.9651893721237
2023-05-22T14:41:00Z,2,22.1934892836457
2023-05-22T14:45:00Z,2,23.1811303268405
2023-05-22T12:41:00Z,3,-0.0496331982464557
2023-05-22T12:45:00Z,3,-0.0477583504887814
2023-05-22T12:49:00Z,3,-0.0482772823663406
2023-05-22T12:53:00Z,3,1.58884823069284
2023-05-22T12:57:00Z,3,1.56914567157338
2023-05-22T13:01:00Z,3,0.042512134241924
2023-05-22T13:05:00Z,3,0.22290578390268
2023-05-22T13:09:00Z,3,1.10398291709014
2023-05-22T13:13:00Z,3,4.71473553597592
2023-05-22T13:17:00Z,3,5.58938439734975
2023-05-22T13:21:00Z,3,9.48387457314671
2023-05-22T13:25:00Z,3,6.05324135860906
2023-05-22T13:29:00Z,3,6.92772291497663
2023-05-22T13:33:00Z,3,8.97113773017391
2023-05-22T13:37:00Z,3,3.20565172308
2023-05-22T13:41:00Z,3,3.69210731227415
2023-05-22T13:45:00Z,3,2.72756617346415
2023-05-22T13:49:00Z,3,2.0517845354912
2023-05-22T13:53:00Z,3,7.92340034559036
2023-05-22T13:57:00Z,3,2.22520782835562
2023-05-22T14:01:00Z,3,2.02299226983906
2023-05-22T14:05:00Z,3,1.95486177602207
2023-05-22T14:10:00Z,3,3.43933786412845
2023-05-22T14:14:00Z,3,2.94149946810594
2023-05-22T14:18:00Z,3,2.32397206038885
2023-05-22T14:22:00Z,3,2.04291258089415
2023-05-22T14:26:00Z,3,1.08063109734279
2023-05-22T14:30:00Z,3,1.70092055426384
2023-05-22T14:34:00Z,3,0.175883977540173
2023-05-22T14:38:00Z,3,2.41989051089391
2023-05-22T14:42:00Z,3,5.42952063245903
2023-05-22T14:46:00Z,3,4.02941208481217
2023-05-22T14:53:00Z,3,7.98450051701658
2023-05-22T12:41:00Z,4,-0.0494155810089221
2023-05-22T12:45:00Z,4,-0.0467707091662127
2023-05-22T12:49:00Z,4,-0.0456324105236313
2023-05-22T12:53:00Z,4,-2.85914006664804
2023-05-22T12:57:00Z,4,3.12362725091898
2023-05-22T13:01:00Z,4,0.0602896880257967
2023-05-22T13:05:00Z,4,2.05278884445529
2023-05-22T13:10:00Z,4,3.56940537368731
2023-05-22T13:14:00Z,4,7.21397220215111
2023-05-22T13:18:00Z,4,10.1979904496048
2023-05-22T13:22:00Z,4,18.3835341129567
2023-05-22T13:26:00Z,4,15.7316309900034
2023-05-22T13:30:00Z,4,13.0420650835806
2023-05-22T13:34:00Z,4,11.6330849006211
2023-05-22T13:38:00Z,4,7.531021574695
2023-05-22T13:42:00Z,4,5.64010591126951
